0,1,2,3,4
42,ABCB10,9606.ENSP00000355637,Q9NRK6,0.8293046357615894
43,ABCB11,9606.ENSP00000497931,O95342,0.4824503311258278
44,ABCB4,9606.ENSP00000265723,P21439,0.7229028697571745
45,ABCB5,9606.ENSP00000384881,Q2M3G0,0.8068432671081679
46,ABCB6,9606.ENSP00000265316,Q9NP58,0.173565121412804
47,ABCB8,9606.ENSP00000297504,Q9NUT2,0.159933774834437
48,ABCB9,9606.ENSP00000440288,Q9NP78,0.5891280353200882
49,ABCC1,9606.ENSP00000382342,P33527,0.3465231788079472
50,ABCC10,9606.ENSP00000361608,Q5T3U5,0.9672737306843268
51,ABCC11,9606.ENSP00000378230,Q96J66,0.0189293598233996
52,ABCC12,9606.ENSP00000311030,Q96J65,0.0614238410596029
53,ABCC2,9606.ENSP00000497274,Q92887,0.9877483443708608
54,ABCC3,9606.ENSP00000285238,O15438,0.2812362030905077
55,ABCC4,9606.ENSP00000494609,O15439,0.2153973509933774
56,ABCC5,9606.ENSP00000333926,O15440,0.6862030905077264
57,ABCC6,9606.ENSP00000205557,O95255,0.4823951434878586
58,ABCC8,9606.ENSP00000494321,Q09428,0.5248896247240619
59,ABCC9,9606.ENSP00000261200,O60706,0.192991169977925
60,ABCD2,9606.ENSP00000310688,Q9UBJ2,0.6334437086092716
61,ABCD3,9606.ENSP00000359233,P28288,0.3105408388520972
62,ABCD4,9606.ENSP00000349396,O14678,0.7214679911699781
63,ABCE1,9606.ENSP00000296577,P61221,0.0481788079470198
64,ABCF1,9606.ENSP00000313603,Q8NE71,0.2965231788079468
65,ABCF2,9606.ENSP00000222388,Q9UG63,0.154580573951439
66,ABCF3,9606.ENSP00000411471,Q9NUQ8,0.7626379690949229
67,ABCG1,9606.ENSP00000354995,P45844,0.8957505518763796
68,ABCG2,9606.ENSP00000498246,Q9UNQ0,0.0700331125827812
69,ABCG4,9606.ENSP00000481728,Q9H172,0.1767660044150111
70,ABCG5,9606.ENSP00000384513,Q9H222,0.3357615894039736
71,ABCG8,9606.ENSP00000272286,Q9H221,0.3722958057395144
72,ABHD1,9606.ENSP00000326491,Q96SE0,0.1548013245033153
73,ABHD10,9606.ENSP00000273359,Q9NUJ1,0.674889624724062
74,ABHD11,9606.ENSP00000222800,Q8NFV4,0.1205298013245034
75,ABHD12,9606.ENSP00000365725,Q8N2K0,0.8928256070640177
76,ABHD12B,9606.ENSP00000336693,Q7Z5M8,0.9078366445916116
77,ABHD13,9606.ENSP00000365063,Q7L211,0.0147902869757175
78,ABHD14A,9606.ENSP00000273596,Q9BUJ0,0.3391832229580574
79,ABHD14B,9606.ENSP00000420065,Q96IU4,0.3799116997792495
80,ABHD15,9606.ENSP00000302657,Q6UXT9,0.5096026490066227
81,ABHD16A,9606.ENSP00000379282,O95870,0.0580022075055189
82,ABHD16B,9606.ENSP00000358932,Q9H3Z7,0.8847130242825607
83,ABHD17A,9606.ENSP00000250974,Q96GS6,0.3375275938189844
84,ABHD17B,9606.ENSP00000366240,Q5VST6,0.5619205298013245
85,ABHD17C,9606.ENSP00000258884,Q6PCB6,0.6654525386313466
86,ABHD18,9606.ENSP00000496010,Q0P651,0.615673289183223
87,ABHD2,9606.ENSP00000268129,P08910,0.4871964679911701
88,ABHD3,9606.ENSP00000289119,Q8WU67,0.538962472406181
89,ABHD4,9606.ENSP00000414558,Q8TB40,0.8096026490066226
90,ABHD5,9606.ENSP00000495778,Q8WTS1,0.2809602649006622
91,ABHD6,9606.ENSP00000295962,Q9BV23,0.5706401766004416
92,ABHD8,9606.ENSP00000247706,Q96I13,0.0619205298013243
93,ABI1,9606.ENSP00000365312,Q8IZP0,0.238907284768212
94,ABI2,9606.ENSP00000295851,Q9NYB9,0.2463576158940397
95,ABI3,9606.ENSP00000225941,Q9P2A4,0.0342163355408387
96,ABI3BP,9606.ENSP00000284322,Q7Z7G0,0.9520971302428256
97,ABITRAM,9606.ENSP00000363753,Q9NX38,0.0153973509933774
98,ABL1,9606.ENSP00000361423,P00519,0.1403421633554125
99,ABL2,9606.ENSP00000427562,P42684,0.9197019867549668
100,ABLIM1,9606.ENSP00000277895,O14639,0.4337196467991172
101,ABLIM2,9606.ENSP00000393511,Q6H8Q1,0.0965783664459163
102,ABLIM3,9606.ENSP00000425394,O94929,0.1248896247240628
103,ABO,9606.ENSP00000483018,P16442,0.0656181015452542
104,ABR,9606.ENSP00000303909,Q12979,0.9293598233995584
105,ABRA,9606.ENSP00000311436,Q8N0Z2,0.2485099337748345
106,ABRACL,9606.ENSP00000356632,Q9P1F3,0.0286975717439293
107,ABRAXAS1,9606.ENSP00000369857,Q6UWZ7,0.1341059602648994
108,ABRAXAS2,9606.ENSP00000298492,Q15018,0.2591059602649007
109,ABT1,9606.ENSP00000274849,Q9ULW3,0.5115342163355409
110,ABTB1,9606.ENSP00000232744,Q969K4,0.3007726269315675
111,ABTB2,9606.ENSP00000410157,Q8N961,0.929635761589404
112,ABTB3,9606.ENSP00000280758,A6QL63,0.4142384105960263
113,ACAA1,9606.ENSP00000333664,P09110,0.3217991169977926
114,ACAA2,9606.ENSP00000285093,P42765,0.1650110375275937
115,ACACA,9606.ENSP00000483300,Q13085,0.405794701986755
116,ACACB,9606.ENSP00000341044,O00763,0.9706953642384106
117,ACAD10,9606.ENSP00000389813,Q6JQN1,0.158112582781457
118,ACAD11,9606.ENSP00000264990,Q709F0,0.1926048565121414
119,ACAD8,9606.ENSP00000281182,Q9UKU7,0.2743929359823397
120,ACAD9,9606.ENSP00000312618,Q9H845,0.588962472406181
121,ACADL,9606.ENSP00000233710,P28330,0.7618653421633554
122,ACADM,9606.ENSP00000359871,P11310,0.0246688741721855
123,ACADS,9606.ENSP00000242592,P16219,0.7228476821192052
124,ACADVL,9606.ENSP00000438689,P49748,0.3271523178807947
125,ACAN,9606.ENSP00000387356,P16112,0.0179911699779248
126,ACAP1,9606.ENSP00000158762,Q15027,0.5469646799116998
127,ACAP2,9606.ENSP00000324287,Q15057,0.7791942604856511
128,ACAP3,9606.ENSP00000346733,Q96P50,0.637637969094923
129,ACAT1,9606.ENSP00000265838,P24752,0.68658940397351
130,ACAT2,9606.ENSP00000356015,Q9BWD1,0.4508830022075057
131,ACBD3,9606.ENSP00000355777,Q9H3P7,0.8553532008830023
132,ACBD4,9606.ENSP00000405969,Q8NC06,0.4511037527593819
133,ACBD5,9606.ENSP00000365049,Q5T8D3,0.4740618101545253
134,ACBD6,9606.ENSP00000495710,Q9BR61,0.3246136865342164
135,ACBD7,9606.ENSP00000367453,Q8N6N7,0.4901214128035321
136,ACCS,9606.ENSP00000263776,Q96QU6,0.3714679911699775
137,ACCSL,9606.ENSP00000368109,Q4AC99,0.4886313465783666
138,ACD,9606.ENSP00000483117,Q96AP0,0.6695364238410596
139,ACE,9606.ENSP00000290866,P12821,0.7948675496688742
140,ACER1,9606.ENSP00000301452,Q8TDN7,0.6270419426048566
141,ACER2,9606.ENSP00000342609,Q5QJU3,0.1895695364238413
142,ACER3,9606.ENSP00000434480,Q9NUN7,0.4416666666666666
143,ACHE,9606.ENSP00000303211,P22303,0.5226821192052981
144,ACIN1,9606.ENSP00000262710,Q9UKV3,0.9777041942604856
145,ACKR1,9606.ENSP00000357103,Q16570,0.7135761589403974
146,ACKR2,9606.ENSP00000416996,O00590,0.997185430463576
147,ACKR3,9606.ENSP00000272928,P25106,0.9538631346578368
148,ACKR4,9606.ENSP00000249887,Q9NPB9,0.1880242825607063
149,ACLY,9606.ENSP00000466259,P53396,0.5820640176600442
150,ACMSD,9606.ENSP00000348459,Q8TDX5,0.7343818984547462
151,ACO1,9606.ENSP00000309477,P21399,0.7552980132450331
152,ACO2,9606.ENSP00000216254,Q99798,0.6868101545253865
153,ACOD1,9606.ENSP00000366682,A6NK06,0.8268211920529802
154,ACOT1,9606.ENSP00000311224,Q86TX2,0.0184878587196468
155,ACOT11,9606.ENSP00000360366,Q8WXI4,0.9668874172185432
156,ACOT12,9606.ENSP00000303246,Q8WYK0,0.4020419426048566
157,ACOT13,9606.ENSP00000230048,Q9NPJ3,0.8555739514348786
158,ACOT2,9606.ENSP00000238651,P49753,0.0877483443708606
159,ACOT4,9606.ENSP00000323071,Q8N9L9,0.2544150110375275
160,ACOT6,9606.ENSP00000370531,Q3I5F7,0.3286423841059604
161,ACOT7,9606.ENSP00000367086,O00154,0.5545805739514351
162,ACOT8,9606.ENSP00000217455,O14734,0.1794150110375277
163,ACOX1,9606.ENSP00000293217,Q15067,0.7175496688741722
164,ACOX2,9606.ENSP00000307697,Q99424,0.4365894039735097
165,ACOX3,9606.ENSP00000348775,O15254,0.8770419426048565
166,ACOXL,9606.ENSP00000407761,Q9NUZ1,0.3591059602649007
167,ACP1,9606.ENSP00000272067,P24666,0.2266556291390727
168,ACP3,9606.ENSP00000323036,P15309,0.4750551876379691
169,ACP4,9606.ENSP00000270593,Q9BZG2,0.0484547461368653
170,ACP5,9606.ENSP00000218758,P13686,0.1564569536423881
171,ACP6,9606.ENSP00000463574,Q9NPH0,0.7800772626931567
172,ACP7,9606.ENSP00000327557,Q6ZNF0,0.961092715231788
173,ACR,9606.ENSP00000216139,P10323,0.5089955849889626
174,ACRBP,9606.ENSP00000229243,Q8NEB7,0.7618101545253865
175,ACRV1,9606.ENSP00000432816,P26436,0.6504966887417218
176,ACSBG1,9606.ENSP00000258873,Q96GR2,0.2693156732891832
177,ACSBG2,9606.ENSP00000465589,Q5FVE4,0.5022075055187638
178,ACSF2,9606.ENSP00000401831,Q96CM8,0.6725717439293599
179,ACSF3,9606.ENSP00000479130,Q4G176,0.0749448123620307
180,ACSL1,9606.ENSP00000422607,P33121,0.3494481236203091
181,ACSL3,9606.ENSP00000350012,O95573,0.2014348785871966
182,ACSL5,9606.ENSP00000348429,Q9ULC5,0.2948123620309053
183,ACSL6,9606.ENSP00000498260,Q9UKU0,0.391225165562914
184,ACSM1,9606.ENSP00000301956,Q08AH1,0.9229580573951436
185,ACSM2A,9606.ENSP00000459451,Q08AH3,0.8022075055187639
186,ACSM2B,9606.ENSP00000327453,Q68CK6,0.89817880794702
187,ACSM3,9606.ENSP00000289416,Q53FZ2,0.9352649006622517
188,ACSM4,9606.ENSP00000382349,P0C7M7,0.8314017660044151
189,ACSM5,9606.ENSP00000327916,Q6NUN0,0.8252207505518764
190,ACSM6,9606.ENSP00000340296,Q6P461,0.6646799116997794
191,ACSS1,9606.ENSP00000316924,Q9NUB1,0.8536423841059603
192,ACSS2,9606.ENSP00000253382,Q9NR19,0.5686534216335541
193,ACSS3,9606.ENSP00000449535,Q9H6R3,0.7873620309050772
194,ACTA1,9606.ENSP00000355645,P68133,0.8963576158940397
195,ACTA2,9606.ENSP00000224784,P62736,0.3969646799116995
196,ACTB,9606.ENSP00000494750,P60709,0.510540838852097
197,ACTBL2,9606.ENSP00000416706,Q562R1,0.8782560706401766
198,ACTC1,9606.ENSP00000290378,P68032,0.6387417218543047
199,ACTG1,9606.ENSP00000458162,P63261,0.3162251655629141
200,ACTG2,9606.ENSP00000386857,P63267,0.2718543046357613
201,ACTL10,9606.ENSP00000329647,Q5JWF8,0.4422185430463575
202,ACTL6A,9606.ENSP00000397552,O96019,0.0275938189845474
203,ACTL6B,9606.ENSP00000160382,O94805,0.8003863134657837
204,ACTL7A,9606.ENSP00000334300,Q9Y615,0.1190949227373068
205,ACTL7B,9606.ENSP00000363799,Q9Y614,0.1091611479028703
206,ACTL8,9606.ENSP00000364555,Q9H568,0.3276490066225166
207,ACTL9,9606.ENSP00000316674,Q8TC94,0.1140176600441501
208,ACTMAP,9606.ENSP00000367564,Q5BKX5,0.0814569536423839
209,ACTN1,9606.ENSP00000377941,P12814,0.1633554083885208
210,ACTN2,9606.ENSP00000355537,P35609,0.3551324503311259
211,ACTN3,9606.ENSP00000422007,Q08043,0.670253863134658
212,ACTN4,9606.ENSP00000252699,O43707,0.2224613686534217
213,ACTR10,9606.ENSP00000254286,Q9NZ32,0.4517108167770422
214,ACTR1A,9606.ENSP00000358921,P61163,0.1753311258278145
215,ACTR1B,9606.ENSP00000289228,P42025,0.7429911699779248
216,ACTR2,9606.ENSP00000367220,P61160,0.4248896247240618
217,ACTR3,9606.ENSP00000263238,P61158,0.1415011037527636
218,ACTR3B,9606.ENSP00000256001,Q9P1U1,0.8543598233995585
219,ACTR3C,9606.ENSP00000252071,Q9C0K3,0.0741721854304635
220,ACTR5,9606.ENSP00000243903,Q9H9F9,0.930849889624724
221,ACTR6,9606.ENSP00000188312,Q9GZN1,0.8077814569536425
222,ACTR8,9606.ENSP00000336842,Q9H981,0.0288631346578366
223,ACTRT2,9606.ENSP00000367658,Q8TDY3,0.6405629139072849
224,ACTRT3,9606.ENSP00000333037,Q9BYD9,0.5088852097130244
225,ACVR1,9606.ENSP00000405004,Q04771,0.2320088300220751
226,ACVR1B,9606.ENSP00000442656,P36896,0.0812362030905075
227,ACVR1C,9606.ENSP00000243349,Q8NER5,0.7801324503311259
228,ACVR2A,9606.ENSP00000241416,P27037,0.3097682119205296
229,ACVR2B,9606.ENSP00000340361,Q13705,0.2674392935982341
230,ACVRL1,9606.ENSP00000373574,P37023,0.1149006622516551
231,ACY1,9606.ENSP00000384296,Q03154,0.3084988962472406
232,ACY3,9606.ENSP00000255082,Q96HD9,0.9564017660044152
233,ACYP1,9606.ENSP00000450873,P07311,0.0645695364238409
234,ACYP2,9606.ENSP00000475986,P14621,0.3866445916114792
235,ADA,9606.ENSP00000361965,P00813,0.8414459161147904
236,ADA2,9606.ENSP00000382731,Q9NZK5,0.5052980132450331
237,ADAD1,9606.ENSP00000296513,Q96M93,0.7678807947019869
238,ADAD2,9606.ENSP00000268624,Q8NCV1,0.9414459161147904
239,ADAM10,9606.ENSP00000260408,O14672,0.5978476821192054
240,ADAM11,9606.ENSP00000200557,O75078,0.2272626931567329
241,ADAM12,9606.ENSP00000357668,O43184,0.1989514348785873
242,ADAM15,9606.ENSP00000349436,Q13444,0.583719646799117
243,ADAM17,9606.ENSP00000309968,P78536,0.9434878587196468
244,ADAM18,9606.ENSP00000265707,Q9Y3Q7,0.6251103752759383
245,ADAM19,9606.ENSP00000257527,Q9H013,0.9600441501103752
246,ADAM2,9606.ENSP00000265708,Q99965,0.7196467991169979
247,ADAM21,9606.ENSP00000474385,Q9UKJ8,0.8375275938189846
248,ADAM22,9606.ENSP00000265727,Q9P0K1,0.527759381898455
249,ADAM23,9606.ENSP00000264377,O75077,0.2380794701986754
250,ADAM28,9606.ENSP00000265769,Q9UKQ2,0.2373620309050772
251,ADAM29,9606.ENSP00000484862,Q9UKF5,0.8404525386313466
252,ADAM30,9606.ENSP00000358407,Q9UKF2,0.8305187637969095
253,ADAM32,9606.ENSP00000369238,Q8TC27,0.527317880794702
254,ADAM33,9606.ENSP00000348912,Q9BZ11,0.641832229580574
255,ADAM7,9606.ENSP00000175238,Q9H2U9,0.5348233995584989
256,ADAM8,9606.ENSP00000453302,P78325,0.5800220750551878
257,ADAM9,9606.ENSP00000419446,Q13443,0.8345474613686534
258,ADAMDEC1,9606.ENSP00000256412,O15204,0.2181015452538632
259,ADAMTS1,9606.ENSP00000284984,Q9UHI8,0.6224061810154526
260,ADAMTS10,9606.ENSP00000471851,Q9H324,0.7691501103752759
261,ADAMTS12,9606.ENSP00000422554,P58397,0.57439293598234
262,ADAMTS13,9606.ENSP00000360997,Q76LX8,0.375496688741722
263,ADAMTS14,9606.ENSP00000362304,Q8WXS8,0.9456401766004416
264,ADAMTS15,9606.ENSP00000299164,Q8TE58,0.4014900662251655
265,ADAMTS16,9606.ENSP00000274181,Q8TE57,0.7304083885209713
266,ADAMTS17,9606.ENSP00000268070,Q8TE56,0.9872516556291392
267,ADAMTS18,9606.ENSP00000282849,Q8TE60,0.6070088300220753
268,ADAMTS19,9606.ENSP00000274487,Q8TE59,0.5341611479028698
269,ADAMTS2,9606.ENSP00000251582,O95450,0.5863134657836646
270,ADAMTS20,9606.ENSP00000374071,P59510,0.7469646799116999
271,ADAMTS3,9606.ENSP00000286657,O15072,0.6545253863134659
272,ADAMTS4,9606.ENSP00000356975,O75173,0.2644039735099335
273,ADAMTS5,9606.ENSP00000284987,Q9UNA0,0.9904525386313464
274,ADAMTS6,9606.ENSP00000370443,Q9UKP5,0.2215783664459165
275,ADAMTS7,9606.ENSP00000373472,Q9UKP4,0.5719094922737308
276,ADAMTS8,9606.ENSP00000257359,Q9UP79,0.5878587196467993
277,ADAMTS9,9606.ENSP00000418735,Q9P2N4,0.1258278145695361
278,ADAMTSL1,9606.ENSP00000369921,Q8N6G6,0.508057395143488
279,ADAMTSL2,9606.ENSP00000346478,Q86TH1,0.3050220750551876
280,ADAMTSL3,9606.ENSP00000286744,P82987,0.9970198675496688
281,ADAMTSL4,9606.ENSP00000358035,Q6UY14,0.5968543046357617
282,ADAMTSL5,9606.ENSP00000327608,Q6ZMM2,0.6093267108167771
283,ADAP1,9606.ENSP00000442682,O75689,0.5266004415011039
284,ADAP2,9606.ENSP00000464121,Q9NPF8,0.3270419426048563
285,ADAR,9606.ENSP00000357459,P55265,0.420916114790287
286,ADARB1,9606.ENSP00000353920,P78563,0.9908940397350994
287,ADARB2,9606.ENSP00000370713,Q9NS39,0.7769867549668875
288,ADAT1,9606.ENSP00000310015,Q9BUB4,0.0576710816777041
289,ADAT2,9606.ENSP00000237283,Q7Z6V5,0.4852649006622516
290,ADAT3,9606.ENSP00000332448,Q96EY9,0.6445364238410596
291,ADCK1,9606.ENSP00000238561,Q86TW2,0.9497240618101546
292,ADCK2,9606.ENSP00000072869,Q7Z695,0.7145143487858719
293,ADCK5,9606.ENSP00000310547,Q3MIX3,0.484878587196468
294,ADCY1,9606.ENSP00000297323,Q08828,0.3918322295805739
295,ADCY10,9606.ENSP00000356825,Q96PN6,0.8440949227373068
296,ADCY2,9606.ENSP00000342952,Q08462,0.8923841059602649
297,ADCY3,9606.ENSP00000384484,O60266,0.8036423841059602
298,ADCY4,9606.ENSP00000312126,Q8NFM4,0.6166114790286977
299,ADCY5,9606.ENSP00000419361,O95622,0.8625275938189846
300,ADCY6,9606.ENSP00000311405,O43306,0.045916114790287
301,ADCY8,9606.ENSP00000286355,P40145,0.1062913907284768
302,ADCY9,9606.ENSP00000294016,O60503,0.9206953642384106
303,ADCYAP1,9606.ENSP00000462647,P18509,0.0846578366445917
304,ADCYAP1R1,9606.ENSP00000483721,P41586,0.0725165562913909
305,ADD1,9606.ENSP00000264758,P35611,0.4083885209713023
306,ADD2,9606.ENSP00000264436,P35612,0.516225165562914
307,ADD3,9606.ENSP00000348381,Q9UEY8,0.7581677704194262
308,ADGB,9606.ENSP00000381036,Q8N7X0,0.4214128035320088
309,ADGRA1,9606.ENSP00000376384,Q86SQ6,0.5944812362030903
310,ADGRA2,9606.ENSP00000406367,Q96PE1,0.7294150110375275
311,ADGRA3,9606.ENSP00000334952,Q8IWK6,0.8119757174392936
312,ADGRB1,9606.ENSP00000430945,O14514,0.9630794701986756
313,ADGRB2,9606.ENSP00000362759,O60241,0.9786975717439294
314,ADGRB3,9606.ENSP00000359630,O60242,0.2668322295805742
315,ADGRD1,9606.ENSP00000444425,Q6QNK2,0.1607615894039732
316,ADGRD2,9606.ENSP00000335156,Q7Z7M1,0.0063465783664459
317,ADGRE1,9606.ENSP00000311545,Q14246,0.221633554083885
318,ADGRE2,9606.ENSP00000319883,Q9UHX3,0.9920529801324504
319,ADGRE3,9606.ENSP00000253673,Q9BY15,0.9925496688741722
320,ADGRE5,9606.ENSP00000242786,P48960,0.0900662251655625
321,ADGRF1,9606.ENSP00000360299,Q5T601,0.6332781456953641
322,ADGRF3,9606.ENSP00000307831,Q8IZF5,0.3493929359823402
323,ADGRF4,9606.ENSP00000283303,Q8IZF3,0.491280353200883
324,ADGRF5,9606.ENSP00000283296,Q8IZF2,0.4903421633554085
325,ADGRG1,9606.ENSP00000455215,Q9Y653,0.8965783664459162
326,ADGRG3,9606.ENSP00000332900,Q86Y34,0.8761037527593819
327,ADGRG5,9606.ENSP00000342981,Q8IZF4,0.8012693156732892
328,ADGRG6,9606.ENSP00000356581,Q86SQ4,0.3522626931567328
329,ADGRG7,9606.ENSP00000273352,Q96K78,0.6626931567328919
330,ADGRL1,9606.ENSP00000340688,O94910,0.9589955849889624
331,ADGRL2,9606.ENSP00000359765,O95490,0.4436534216335542
332,ADGRL3,9606.ENSP00000422533,Q9HAR2,0.0546357615894041
333,ADGRL4,9606.ENSP00000359778,Q9HBW9,0.1905077262693156
334,ADH1A,9606.ENSP00000209668,P07327,0.1943156732891831
335,ADH1B,9606.ENSP00000306606,P00325,0.3147902869757173
336,ADH1C,9606.ENSP00000426083,P00326,0.4811258278145696
337,ADH4,9606.ENSP00000424630,P08319,0.1751103752759385
338,ADH5,9606.ENSP00000296412,P11766,0.1916666666666667
339,ADH6,9606.ENSP00000378359,P28332,0.1647902869757174
340,ADH7,9606.ENSP00000420269,P40394,0.41341059602649
341,ADHFE1,9606.ENSP00000379865,Q8IWW8,0.98841059602649
342,ADI1,9606.ENSP00000333666,Q9BV57,0.1089403973509943
343,ADIG,9606.ENSP00000440331,Q0VDE8,0.9550220750551875
344,ADIPOQ,9606.ENSP00000389814,Q15848,0.97621412803532
345,ADIPOR1,9606.ENSP00000341785,Q96A54,0.2287527593818985
346,ADIPOR2,9606.ENSP00000349616,Q86V24,0.7916114790286976
347,ADIRF,9606.ENSP00000361083,Q15847,0.1790286975717438
348,ADISSP,9606.ENSP00000217195,Q9GZN8,0.1350441501103748
349,ADK,9606.ENSP00000443965,P55263,0.5335540838852099
350,ADM,9606.ENSP00000436607,P35318,0.2506070640176598
351,ADM2,9606.ENSP00000379087,Q7Z4H4,0.38780353200883
352,ADM5,9606.ENSP00000393631,C9JUS6,0.8296909492273731
353,ADNP,9606.ENSP00000360662,Q9H2P0,0.8818984547461368
354,ADNP2,9606.ENSP00000262198,Q6IQ32,0.909823399558499
355,ADO,9606.ENSP00000362888,Q96SZ5,0.3009933774834439
356,ADORA1,9606.ENSP00000356205,P30542,0.7075055187637969
357,ADORA2A,9606.ENSP00000480012,P29274,0.4562362030905078
358,ADORA2B,9606.ENSP00000304501,P29275,0.3481236203090507
359,ADORA3,9606.ENSP00000241356,P0DMS8,0.7897350993377483
360,ADPGK,9606.ENSP00000312250,Q9BRR6,0.3859271523178808
361,ADPRH,9606.ENSP00000420200,P54922,0.4395143487858718
362,ADPRHL1,9606.ENSP00000364567,Q8NDY3,0.857505518763797
363,ADPRM,9606.ENSP00000369099,Q3LIE5,0.4717991169977924
364,ADPRS,9606.ENSP00000362273,Q9NX46,0.2272075055187637
365,ADRA1A,9606.ENSP00000369960,P35348,0.628476821192053
366,ADRA1B,9606.ENSP00000306662,P35368,0.6743377483443709
367,ADRA1D,9606.ENSP00000368766,P25100,0.1176600441501102
368,ADRA2A,9606.ENSP00000280155,P08913,0.3759381898454748
369,ADRA2B,9606.ENSP00000480573,P18089,0.3266556291390728
370,ADRA2C,9606.ENSP00000386069,P18825,0.0491169977924944
371,ADRB1,9606.ENSP00000358301,P08588,0.7522626931567329
372,ADRB2,9606.ENSP00000305372,P07550,0.4252207505518764
373,ADRB3,9606.ENSP00000343782,P13945,
374,ADRM1,9606.ENSP00000478877,Q16186,0.0652317880794703
375,ADSL,9606.ENSP00000485525,P30566,0.2814569536423841
376,ADSS1,9606.ENSP00000333019,Q8N142,0.8743929359823399
377,ADSS2,9606.ENSP00000355493,P30520,0.8428807947019867
378,ADTRP,9606.ENSP00000229583,Q96IZ2,0.0372516556291391
379,AEBP1,9606.ENSP00000223357,Q8IUX7,0.7565121412803533
380,AEBP2,9606.ENSP00000381840,Q6ZN18,0.1257726269315671
381,AEN,9606.ENSP00000331944,Q8WTP8,0.2811810154525389
382,AFAP1,9606.ENSP00000410689,Q8N556,0.0871412803532009
383,AFAP1L1,9606.ENSP00000296721,Q8TED9,0.1485651214128078
384,AFAP1L2,9606.ENSP00000303042,Q8N4X5,0.3475717439293596
385,AFDN,9606.ENSP00000355771,P55196,0.7063465783664459
386,AFF1,9606.ENSP00000378578,P51825,0.2401214128035319
387,AFF3,9606.ENSP00000386834,P51826,0.7275938189845476
388,AFF4,9606.ENSP00000265343,Q9UHB7,0.7321743929359823
389,AFG1L,9606.ENSP00000357973,Q8WV93,0.232505518763797
390,AFG2A,9606.ENSP00000274008,Q8NB90,0.1060154525386306
391,AFG2B,9606.ENSP00000305494,Q9BVQ7,0.3124724061810157
392,AFG3L2,9606.ENSP00000269143,Q9Y4W6,0.3467439293598232
393,AFM,9606.ENSP00000226355,P43652,0.0375275938189845
394,AFMID,9606.ENSP00000328938,Q63HM1,0.8486754966887419
395,AFP,9606.ENSP00000379138,P02771,0.0440397350993378
396,AFTPH,9606.ENSP00000238855,Q6ULP2,0.4642935982339954
